,algo_volatility,algorithm_period_return,alpha,amount,benchmark_period_return,benchmark_volatility,beta,brick_size,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,num_created_bars,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,price,rebuilding_status,renko_price,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2018-12-01 23:59:00+00:00,,0.0,,0.0,0.04231811548884701,,,0.01929170825693599,0.0,100.0,0.0,0.0,-0.001,0.0,,0.0,0.0,0,0.0,0.0,0.0,0,"[{'id': 'ca5872e392834d9c9d1db61e2da983e6', 'dt': Timestamp('2018-12-01 23:59:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-01 23:59:00+0000', tz='UTC'), 'amount': 333.33333333333337, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'status': 0}]",2018-12-01 23:59:00+00:00,2018-12,2018-12-01 00:00:00+00:00,0.0,100.0,[],0.28688999,1,0.30607975045838404,0.0,,0.0,0.0,0,,100.0,0.0,0.0,1,[],0.001
2018-12-02 23:59:00+00:00,0.027491899985287137,-0.002449173110866676,-0.4143106793675108,333.33333333333337,0.02071871308456652,0.7076287796661217,0.0388507375268973,0.01929170825693599,-98.17267064442001,1.827329355579991,97.92775333333334,97.92775333333334,-0.003449173110866676,0.9816818421044416,-0.2806050710712537,97.92775333333334,97.92775333333334,1,-0.002449173110866667,0.9816818421044416,0.9816818421044416,0,"[{'id': 'ca5872e392834d9c9d1db61e2da983e6', 'dt': Timestamp('2018-12-02 23:59:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-01 23:59:00+0000', tz='UTC'), 'amount': 333.33333333333337, 'filled': 333.33333333333337, 'commission': 0.19595343442000002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'status': 1}]",2018-12-02 23:59:00+00:00,2018-12,2018-12-02 00:00:00+00:00,-0.2449173110866667,99.75508268891333,"[{'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'amount': 333.33333333333337, 'cost_basis': 0.29451801193326, 'last_sale_price': 0.29378326}]","2018-12-02 00:00:00+00:00    0.3
Freq: 1440T, Name: TradingPair(652614 [iot_usd]), dtype: float64",0,0.30607975045838404,-0.002449173110866667,-11.224972160321826,0.0,0.0,0,-11.224972160321824,100.0,0.0,0.0,2,"[{'amount': 333.33333333333337, 'dt': Timestamp('2018-12-02 23:59:00+0000', tz='UTC'), 'price': 0.29393015162999997, 'order_id': 'ca5872e392834d9c9d1db61e2da983e6', 'commission': 0.19595343442000002, 'fee_currency': None, 'is_quote_live': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00}]",0.001
2018-12-03 23:59:00+00:00,0.6571063439074731,-0.07516003977753327,-3.6389514994385364,333.33333333333337,-0.055069140434994335,0.9262533226268348,0.6080791231494729,0.01929170825693599,0.0,1.827329355579991,90.65666666666668,90.65666666666668,-0.07616003977753327,0.980241669540961,-0.24185081043092904,90.65666666666668,90.65666666666668,1,-0.07516003977753329,0.9816818421044416,0.980241669540961,0,[],2018-12-03 23:59:00+00:00,2018-12,2018-12-03 00:00:00+00:00,-7.271086666666662,92.48399602224667,"[{'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'amount': 333.33333333333337, 'cost_basis': 0.29451801193326, 'last_sale_price': 0.27197}]","2018-12-03 00:00:00+00:00    0.29452
Freq: 1440T, Name: TradingPair(652614 [iot_usd]), dtype: float64",0,0.30607975045838404,-0.07288938538943,-9.630768250376267,0.0,0.0,0,-9.467768513340289,1.827329355579991,97.92775333333334,97.92775333333334,3,[],0.001
2018-12-04 23:59:00+00:00,0.6511514585419961,-0.0553934064442001,-2.055664546533503,333.33333333333337,-0.03446602042943525,0.8182539300122785,0.6916020434593251,0.01929170825693599,0.0,1.827329355579991,92.63333,92.63333,-0.0563934064442001,0.9806551280919886,-0.2241970413685895,92.63333,92.63333,1,-0.07516003977753329,0.9816818421044416,0.9806551280919886,0,[],2018-12-04 23:59:00+00:00,2018-12,2018-12-04 00:00:00+00:00,1.9766633333333203,94.46065935557999,"[{'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'amount': 333.33333333333337, 'cost_basis': 0.29451801193326, 'last_sale_price': 0.27789999}]","2018-12-04 00:00:00+00:00    0.27189
Freq: 1440T, Name: TradingPair(652614 [iot_usd]), dtype: float64",0,0.30607975045838404,0.021373031209181766,-5.221255630683604,0.0,0.0,0,-5.873235039841055,1.827329355579991,90.65666666666668,90.65666666666668,4,[],0.001
2018-12-05 23:59:00+00:00,0.7154667861125519,-0.12672670644420003,-2.4066290651359186,333.33333333333337,-0.10881801125703572,0.8626443529939151,0.7577815705475845,0.01929170825693599,0.0,1.827329355579991,85.50000000000001,85.50000000000001,-0.12772670644420003,0.9790749428722427,-0.1917353693422229,85.50000000000001,85.50000000000001,1,-0.1267267064442001,0.9816818421044416,0.9790749428722427,0,[],2018-12-05 23:59:00+00:00,2018-12,2018-12-05 00:00:00+00:00,-7.133329999999987,87.32732935558,"[{'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'amount': 333.33333333333337, 'cost_basis': 0.29451801193326, 'last_sale_price': 0.2565}]","2018-12-05 00:00:00+00:00    0.27752
Freq: 1440T, Name: TradingPair(652614 [iot_usd]), dtype: float64",0,0.30607975045838404,-0.07551641126225746,-9.121163735004416,0.0,0.0,0,-8.755931368458413,1.827329355579991,92.63333,92.63333,5,[],0.001
2018-12-06 23:59:00+00:00,0.7972230103359379,-0.2134074064442001,-2.507908189513891,333.33333333333337,-0.19916687513028986,0.9288956018560297,0.8078367925923591,0.01929170825693599,0.0,1.827329355579991,76.83193000000001,76.83193000000001,-0.2144074064442001,0.9767690495619908,-0.1597617924655232,76.83193000000001,76.83193000000001,1,-0.2134074064442001,0.9816818421044416,0.9767690495619908,-1,"[{'id': '7bf050be422f4c6087d38b6c4a4639f4', 'dt': Timestamp('2018-12-06 23:59:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-06 23:59:00+0000', tz='UTC'), 'amount': -333.33333333333337, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'status': 0}]",2018-12-06 23:59:00+00:00,2018-12,2018-12-06 00:00:00+00:00,-8.66807,78.65925935558,"[{'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'amount': 333.33333333333337, 'cost_basis': 0.29451801193326, 'last_sale_price': 0.23049579}]","2018-12-06 00:00:00+00:00    0.2563
Freq: 1440T, Name: TradingPair(652614 [iot_usd]), dtype: float64",0,0.26749633394451205,-0.09925953380190175,-12.050758337837248,0.0,0.0,0,-10.260446406914593,1.827329355579991,85.50000000000001,85.50000000000001,6,[],0.001
2018-12-07 23:59:00+00:00,0.8015577256728235,-0.1993534221108667,-1.9327753882709475,0.0,-0.1824751580849142,0.9114779910717508,0.8343486214593023,0.01704278731188387,78.23732843333335,80.06465778891334,0.0,0.0,-0.2003534221108667,0.0,-0.17289472739956077,0.0,0.0,0,-0.2134074064442001,0.9816818421044416,0.0,0,"[{'id': '7bf050be422f4c6087d38b6c4a4639f4', 'dt': Timestamp('2018-12-07 23:59:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-06 23:59:00+0000', tz='UTC'), 'amount': -333.33333333333337, 'filled': -333.33333333333337, 'commission': 0.15678823333333336, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'status': 1}, {'id': 'caa9b31d81164d139e039437112d95b0', 'dt': Timestamp('2018-12-07 23:59:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-07 23:59:00+0000', tz='UTC'), 'amount': -340.266288945658, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'status': 0}]",2018-12-07 23:59:00+00:00,2018-12,2018-12-07 00:00:00+00:00,1.4053984333333318,80.06465778891334,[],0.23126,1,0.2362632761286969,0.017866916684025888,-9.470913648536897,0.0,0.0,0,-8.75733835460659,1.827329355579991,76.83193000000001,76.83193000000001,7,"[{'amount': -333.33333333333337, 'dt': Timestamp('2018-12-07 23:59:00+0000', tz='UTC'), 'price': 0.23518235, 'order_id': '7bf050be422f4c6087d38b6c4a4639f4', 'commission': 0.15678823333333336, 'fee_currency': None, 'is_quote_live': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00}]",0.001
2018-12-08 23:59:00+00:00,0.7582152211381987,-0.20128995330453214,-0.9742658266142662,-340.266288945658,-0.20874157459523313,0.8443722328855398,0.8269611453289503,0.01704278731188387,77.2985915251176,157.36324931403095,-77.49224464448416,-77.49224464448416,-0.20228995330453214,0.9702174771069381,0.04352123562648555,0.0,0.0,0,-0.2134074064442001,0.9816818421044416,-0.9702174771069381,0,"[{'id': 'caa9b31d81164d139e039437112d95b0', 'dt': Timestamp('2018-12-08 23:59:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-07 23:59:00+0000', tz='UTC'), 'amount': -340.266288945658, 'filled': -340.266288945658, 'commission': 0.15490699704432384, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'status': 1}]",2018-12-08 23:59:00+00:00,2018-12,2018-12-08 00:00:00+00:00,-0.1936531193665445,79.87100466954679,"[{'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'amount': -340.266288945658, 'cost_basis': 0.22717087774000003, 'last_sale_price': 0.22774}]","2018-12-08 00:00:00+00:00    0.23613
Freq: 1440T, Name: TradingPair(652614 [iot_usd]), dtype: float64",0,0.2362632761286969,-0.002418709137271301,-8.861254237790817,-77.49224464448416,-77.49224464448416,1,-8.284537507790422,80.06465778891334,0.0,0.0,8,"[{'amount': -340.266288945658, 'dt': Timestamp('2018-12-08 23:59:00+0000', tz='UTC'), 'price': 0.22762613, 'order_id': 'caa9b31d81164d139e039437112d95b0', 'commission': 0.15490699704432384, 'fee_currency': None, 'is_quote_live': False, 'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00}]",0.001
2018-12-09 23:59:00+00:00,0.7164686925977031,-0.23790260599508495,-4.298759993102324,-340.266288945658,-0.17135709818636646,0.8834910504242242,0.609464618752359,0.01704278731188387,0.0,157.36324931403095,-81.15350991353944,-81.15350991353944,-0.23890260599508495,1.064870586777207,-0.25878467361083785,0.0,0.0,0,-0.237902605995085,1.064870586777207,-1.064870586777207,0,[],2018-12-09 23:59:00+00:00,2018-12,2018-12-09 00:00:00+00:00,-3.661265269055278,76.20973940049151,"[{'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'amount': -340.266288945658, 'cost_basis': 0.22717087774000003, 'last_sale_price': 0.23850000000000002}]","2018-12-09 00:00:00+00:00    0.22765
Freq: 1440T, Name: TradingPair(652614 [iot_usd]), dtype: float64",0,0.2362632761286969,-0.04583972975178118,-10.127063363203375,-81.15350991353944,-81.15350991353944,1,-9.045146623331291,157.36324931403095,-77.49224464448416,-77.49224464448416,9,[],0.001
2018-12-10 23:59:00+00:00,0.7202300834649197,-0.22191009041463894,-3.0414127689700927,-340.266288945658,-0.18768674866235846,0.8329664623435243,0.6086400626100162,0.01704278731188387,0.0,157.36324931403095,-79.55425835549484,-79.55425835549484,-0.22291009041463894,1.0224301507506859,-0.1181938523328008,0.0,0.0,0,-0.237902605995085,1.064870586777207,-1.0224301507506859,0,[],2018-12-10 23:59:00+00:00,2018-12,2018-12-10 00:00:00+00:00,1.5992515580445996,77.80899095853611,"[{'sid': Trading Pair iot_usd(652614) Exchange: bitfinex, Introduced On: 2017-06-12 00:00:00+00:00, Base Currency: iot, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 18.0 Last daily ingestion: 2019-04-24 00:00:00+00:00 Last minutely ingestion: 2019-04-24 00:00:00+00:00, 'amount': -340.266288945658, 'cost_basis': 0.22717087774000003, 'last_sale_price': 0.2338}]","2018-12-10 00:00:00+00:00    0.23749
Freq: 1440T, Name: TradingPair(652614 [iot_usd]), dtype: float64",0,0.2362632761286969,0.020984871102108574,-8.332521577375559,-79.55425835549484,-79.55425835549484,1,-7.8860824958380595,157.36324931403095,-81.15350991353944,-81.15350991353944,10,[],0.001
